f1,f2,f3,f4,f5,trial,true_category,response,correct,performance,agent,scaling,weight_type
1,1,0,0,1,20,1,0,0,0.75,1,2.8,equal
0,0,1,0,1,21,0,0,1,0.7619047619047619,1,2.8,equal
1,0,1,0,1,22,1,0,0,0.7272727272727273,1,2.8,equal
0,1,1,0,1,23,0,0,1,0.7391304347826086,1,2.8,equal
1,1,1,0,1,24,1,1,1,0.75,1,2.8,equal
0,0,0,1,1,25,0,0,1,0.76,1,2.8,equal
1,0,0,1,1,26,1,1,1,0.7692307692307693,1,2.8,equal
0,1,0,1,1,27,0,1,0,0.7407407407407407,1,2.8,equal
1,1,0,1,1,28,1,0,0,0.7142857142857143,1,2.8,equal
0,0,1,1,1,29,0,1,0,0.6896551724137931,1,2.8,equal
1,0,1,1,1,30,1,1,1,0.7,1,2.8,equal
0,1,1,1,1,31,0,1,0,0.6774193548387096,1,2.8,equal
1,1,1,1,1,32,1,1,1,0.6875,1,2.8,equal
0,0,0,0,0,1,0,0,1,1,1,2.8,skewed1
1,0,0,0,0,2,1,0,0,0.5,1,2.8,skewed1
0,1,0,0,0,3,0,0,1,0.6666666666666666,1,2.8,skewed1
1,1,0,0,0,4,1,1,1,0.75,1,2.8,skewed1
0,0,1,0,0,5,0,0,1,0.8,1,2.8,skewed1
1,0,1,0,0,6,1,1,1,0.8333333333333334,1,2.8,skewed1
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,2.8,skewed1
1,1,1,0,0,8,1,1,1,0.875,1,2.8,skewed1
0,0,0,1,0,9,0,0,1,0.8888888888888888,1,2.8,skewed1
1,0,0,1,0,10,1,1,1,0.9,1,2.8,skewed1
0,1,0,1,0,11,0,0,1,0.9090909090909091,1,2.8,skewed1
1,1,0,1,0,12,1,1,1,0.9166666666666666,1,2.8,skewed1
0,0,1,1,0,13,0,0,1,0.9230769230769231,1,2.8,skewed1
1,0,1,1,0,14,1,1,1,0.9285714285714286,1,2.8,skewed1
0,1,1,1,0,15,0,0,1,0.9333333333333333,1,2.8,skewed1
1,1,1,1,0,16,1,1,1,0.9375,1,2.8,skewed1
0,0,0,0,1,17,0,0,1,0.9411764705882353,1,2.8,skewed1
1,0,0,0,1,18,1,1,1,0.9444444444444444,1,2.8,skewed1
0,1,0,0,1,19,0,0,1,0.9473684210526315,1,2.8,skewed1
1,1,0,0,1,20,1,1,1,0.95,1,2.8,skewed1
0,0,1,0,1,21,0,0,1,0.9523809523809523,1,2.8,skewed1
1,0,1,0,1,22,1,0,0,0.9090909090909091,1,2.8,skewed1
0,1,1,0,1,23,0,0,1,0.9130434782608695,1,2.8,skewed1
1,1,1,0,1,24,1,1,1,0.9166666666666666,1,2.8,skewed1
0,0,0,1,1,25,0,0,1,0.92,1,2.8,skewed1
1,0,0,1,1,26,1,1,1,0.9230769230769231,1,2.8,skewed1
0,1,0,1,1,27,0,0,1,0.9259259259259259,1,2.8,skewed1
1,1,0,1,1,28,1,1,1,0.9285714285714286,1,2.8,skewed1
0,0,1,1,1,29,0,0,1,0.9310344827586207,1,2.8,skewed1
1,0,1,1,1,30,1,1,1,0.9333333333333333,1,2.8,skewed1
0,1,1,1,1,31,0,0,1,0.9354838709677419,1,2.8,skewed1
1,1,1,1,1,32,1,1,1,0.9375,1,2.8,skewed1
0,0,0,0,0,1,0,0,1,1,1,2.8,skewed2
1,0,0,0,0,2,1,0,0,0.5,1,2.8,skewed2
0,1,0,0,0,3,0,0,1,0.6666666666666666,1,2.8,skewed2
1,1,0,0,0,4,1,1,1,0.75,1,2.8,skewed2
0,0,1,0,0,5,0,0,1,0.8,1,2.8,skewed2
1,0,1,0,0,6,1,1,1,0.8333333333333334,1,2.8,skewed2
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,2.8,skewed2
1,1,1,0,0,8,1,1,1,0.875,1,2.8,skewed2
0,0,0,1,0,9,0,0,1,0.8888888888888888,1,2.8,skewed2
1,0,0,1,0,10,1,1,1,0.9,1,2.8,skewed2
0,1,0,1,0,11,0,0,1,0.9090909090909091,1,2.8,skewed2
1,1,0,1,0,12,1,1,1,0.9166666666666666,1,2.8,skewed2
0,0,1,1,0,13,0,0,1,0.9230769230769231,1,2.8,skewed2
1,0,1,1,0,14,1,1,1,0.9285714285714286,1,2.8,skewed2
0,1,1,1,0,15,0,0,1,0.9333333333333333,1,2.8,skewed2
1,1,1,1,0,16,1,1,1,0.9375,1,2.8,skewed2
0,0,0,0,1,17,0,0,1,0.9411764705882353,1,2.8,skewed2
1,0,0,0,1,18,1,1,1,0.9444444444444444,1,2.8,skewed2
0,1,0,0,1,19,0,0,1,0.9473684210526315,1,2.8,skewed2
1,1,0,0,1,20,1,1,1,0.95,1,2.8,skewed2
0,0,1,0,1,21,0,0,1,0.9523809523809523,1,2.8,skewed2
1,0,1,0,1,22,1,0,0,0.9090909090909091,1,2.8,skewed2
0,1,1,0,1,23,0,0,1,0.9130434782608695,1,2.8,skewed2
1,1,1,0,1,24,1,1,1,0.9166666666666666,1,2.8,skewed2
0,0,0,1,1,25,0,0,1,0.92,1,2.8,skewed2
1,0,0,1,1,26,1,1,1,0.9230769230769231,1,2.8,skewed2
0,1,0,1,1,27,0,0,1,0.9259259259259259,1,2.8,skewed2
1,1,0,1,1,28,1,1,1,0.9285714285714286,1,2.8,skewed2
0,0,1,1,1,29,0,0,1,0.9310344827586207,1,2.8,skewed2
1,0,1,1,1,30,1,1,1,0.9333333333333333,1,2.8,skewed2
0,1,1,1,1,31,0,1,0,0.9032258064516129,1,2.8,skewed2
1,1,1,1,1,32,1,1,1,0.90625,1,2.8,skewed2
0,0,0,0,0,1,0,0,1,1,1,2.8,skewed3
1,0,0,0,0,2,1,0,0,0.5,1,2.8,skewed3
0,1,0,0,0,3,0,0,1,0.6666666666666666,1,2.8,skewed3
1,1,0,0,0,4,1,1,1,0.75,1,2.8,skewed3
0,0,1,0,0,5,0,0,1,0.8,1,2.8,skewed3
1,0,1,0,0,6,1,1,1,0.8333333333333334,1,2.8,skewed3
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,2.8,skewed3
1,1,1,0,0,8,1,1,1,0.875,1,2.8,skewed3
0,0,0,1,0,9,0,0,1,0.8888888888888888,1,2.8,skewed3
1,0,0,1,0,10,1,1,1,0.9,1,2.8,skewed3
0,1,0,1,0,11,0,0,1,0.9090909090909091,1,2.8,skewed3
1,1,0,1,0,12,1,1,1,0.9166666666666666,1,2.8,skewed3
0,0,1,1,0,13,0,0,1,0.9230769230769231,1,2.8,skewed3
1,0,1,1,0,14,1,1,1,0.9285714285714286,1,2.8,skewed3
0,1,1,1,0,15,0,0,1,0.9333333333333333,1,2.8,skewed3
1,1,1,1,0,16,1,1,1,0.9375,1,2.8,skewed3
0,0,0,0,1,17,0,0,1,0.9411764705882353,1,2.8,skewed3
1,0,0,0,1,18,1,1,1,0.9444444444444444,1,2.8,skewed3
0,1,0,0,1,19,0,0,1,0.9473684210526315,1,2.8,skewed3
1,1,0,0,1,20,1,0,0,0.9,1,2.8,skewed3
0,0,1,0,1,21,0,0,1,0.9047619047619048,1,2.8,skewed3
1,0,1,0,1,22,1,0,0,0.8636363636363636,1,2.8,skewed3
0,1,1,0,1,23,0,0,1,0.8695652173913043,1,2.8,skewed3
1,1,1,0,1,24,1,1,1,0.875,1,2.8,skewed3
0,0,0,1,1,25,0,0,1,0.88,1,2.8,skewed3
1,0,0,1,1,26,1,1,1,0.8846153846153846,1,2.8,skewed3
0,1,0,1,1,27,0,0,1,0.8888888888888888,1,2.8,skewed3
1,1,0,1,1,28,1,1,1,0.8928571428571429,1,2.8,skewed3
0,0,1,1,1,29,0,0,1,0.896551724137931,1,2.8,skewed3
1,0,1,1,1,30,1,1,1,0.9,1,2.8,skewed3
0,1,1,1,1,31,0,1,0,0.8709677419354839,1,2.8,skewed3
1,1,1,1,1,32,1,1,1,0.875,1,2.8,skewed3
0,0,0,0,0,1,0,0,1,1,1,2.8,skewed4
1,0,0,0,0,2,1,0,0,0.5,1,2.8,skewed4
0,1,0,0,0,3,0,0,1,0.6666666666666666,1,2.8,skewed4
1,1,0,0,0,4,1,0,0,0.5,1,2.8,skewed4
0,0,1,0,0,5,0,0,1,0.6,1,2.8,skewed4
1,0,1,0,0,6,1,0,0,0.5,1,2.8,skewed4
0,1,1,0,0,7,0,0,1,0.5714285714285714,1,2.8,skewed4
1,1,1,0,0,8,1,1,1,0.625,1,2.8,skewed4
0,0,0,1,0,9,0,1,0,0.5555555555555556,1,2.8,skewed4
1,0,0,1,0,10,1,0,0,0.5,1,2.8,skewed4
0,1,0,1,0,11,0,0,1,0.5454545454545454,1,2.8,skewed4
1,1,0,1,0,12,1,1,1,0.5833333333333334,1,2.8,skewed4
0,0,1,1,0,13,0,0,1,0.6153846153846154,1,2.8,skewed4
1,0,1,1,0,14,1,1,1,0.6428571428571429,1,2.8,skewed4
0,1,1,1,0,15,0,0,1,0.6666666666666666,1,2.8,skewed4
1,1,1,1,0,16,1,0,0,0.625,1,2.8,skewed4
0,0,0,0,1,17,0,0,1,0.6470588235294118,1,2.8,skewed4
1,0,0,0,1,18,1,0,0,0.6111111111111112,1,2.8,skewed4
0,1,0,0,1,19,0,0,1,0.631578947368421,1,2.8,skewed4
1,1,0,0,1,20,1,1,1,0.65,1,2.8,skewed4
0,0,1,0,1,21,0,0,1,0.6666666666666666,1,2.8,skewed4
1,0,1,0,1,22,1,1,1,0.6818181818181818,1,2.8,skewed4
0,1,1,0,1,23,0,0,1,0.6956521739130435,1,2.8,skewed4
1,1,1,0,1,24,1,0,0,0.6666666666666666,1,2.8,skewed4
0,0,0,1,1,25,0,0,1,0.68,1,2.8,skewed4
1,0,0,1,1,26,1,0,0,0.6538461538461539,1,2.8,skewed4
0,1,0,1,1,27,0,1,0,0.6296296296296297,1,2.8,skewed4
1,1,0,1,1,28,1,1,1,0.6428571428571429,1,2.8,skewed4
0,0,1,1,1,29,0,1,0,0.6206896551724138,1,2.8,skewed4
1,0,1,1,1,30,1,1,1,0.6333333333333333,1,2.8,skewed4
0,1,1,1,1,31,0,1,0,0.6129032258064516,1,2.8,skewed4
1,1,1,1,1,32,1,0,0,0.59375,1,2.8,skewed4
0,0,0,0,0,1,0,0,1,1,1,2.8,skewed5
1,0,0,0,0,2,1,0,0,0.5,1,2.8,skewed5
0,1,0,0,0,3,0,0,1,0.6666666666666666,1,2.8,skewed5
1,1,0,0,0,4,1,0,0,0.5,1,2.8,skewed5
0,0,1,0,0,5,0,1,0,0.4,1,2.8,skewed5
1,0,1,0,0,6,1,0,0,0.3333333333333333,1,2.8,skewed5
0,1,1,0,0,7,0,0,1,0.42857142857142855,1,2.8,skewed5
1,1,1,0,0,8,1,1,1,0.5,1,2.8,skewed5
0,0,0,1,0,9,0,1,0,0.4444444444444444,1,2.8,skewed5
1,0,0,1,0,10,1,0,0,0.4,1,2.8,skewed5
0,1,0,1,0,11,0,0,1,0.45454545454545453,1,2.8,skewed5
1,1,0,1,0,12,1,0,0,0.4166666666666667,1,2.8,skewed5
0,0,1,1,0,13,0,0,1,0.46153846153846156,1,2.8,skewed5
1,0,1,1,0,14,1,1,1,0.5,1,2.8,skewed5
0,1,1,1,0,15,0,0,1,0.5333333333333333,1,2.8,skewed5
1,1,1,1,0,16,1,0,0,0.5,1,2.8,skewed5
0,0,0,0,1,17,0,0,1,0.5294117647058824,1,2.8,skewed5
1,0,0,0,1,18,1,0,0,0.5,1,2.8,skewed5
0,1,0,0,1,19,0,0,1,0.5263157894736842,1,2.8,skewed5
1,1,0,0,1,20,1,1,1,0.55,1,2.8,skewed5
0,0,1,0,1,21,0,1,0,0.5238095238095238,1,2.8,skewed5
1,0,1,0,1,22,1,1,1,0.5454545454545454,1,2.8,skewed5
0,1,1,0,1,23,0,0,1,0.5652173913043478,1,2.8,skewed5
1,1,1,0,1,24,1,0,0,0.5416666666666666,1,2.8,skewed5
0,0,0,1,1,25,0,0,1,0.56,1,2.8,skewed5
1,0,0,1,1,26,1,0,0,0.5384615384615384,1,2.8,skewed5
0,1,0,1,1,27,0,1,0,0.5185185185185185,1,2.8,skewed5
1,1,0,1,1,28,1,1,1,0.5357142857142857,1,2.8,skewed5
0,0,1,1,1,29,0,1,0,0.5172413793103449,1,2.8,skewed5
1,0,1,1,1,30,1,0,0,0.5,1,2.8,skewed5
0,1,1,1,1,31,0,1,0,0.4838709677419355,1,2.8,skewed5
1,1,1,1,1,32,1,0,0,0.46875,1,2.8,skewed5
0,0,0,0,0,1,0,0,1,1,2,0.1,equal
1,0,0,0,0,2,1,1,1,1,2,0.1,equal
0,1,0,0,0,3,0,0,1,1,2,0.1,equal
1,1,0,0,0,4,1,0,0,0.75,2,0.1,equal
0,0,1,0,0,5,0,1,0,0.6,2,0.1,equal
1,0,1,0,0,6,1,0,0,0.5,2,0.1,equal
0,1,1,0,0,7,0,1,0,0.42857142857142855,2,0.1,equal
1,1,1,0,0,8,1,0,0,0.375,2,0.1,equal
0,0,0,1,0,9,0,1,0,0.3333333333333333,2,0.1,equal
1,0,0,1,0,10,1,1,1,0.4,2,0.1,equal
0,1,0,1,0,11,0,1,0,0.36363636363636365,2,0.1,equal
1,1,0,1,0,12,1,0,0,0.3333333333333333,2,0.1,equal
0,0,1,1,0,13,0,1,0,0.3076923076923077,2,0.1,equal
1,0,1,1,0,14,1,0,0,0.2857142857142857,2,0.1,equal
0,1,1,1,0,15,0,0,1,0.3333333333333333,2,0.1,equal
1,1,1,1,0,16,1,0,0,0.3125,2,0.1,equal
0,0,0,0,1,17,0,1,0,0.29411764705882354,2,0.1,equal
1,0,0,0,1,18,1,1,1,0.3333333333333333,2,0.1,equal
0,1,0,0,1,19,0,1,0,0.3157894736842105,2,0.1,equal
1,1,0,0,1,20,1,0,0,0.3,2,0.1,equal
0,0,1,0,1,21,0,1,0,0.2857142857142857,2,0.1,equal
1,0,1,0,1,22,1,0,0,0.2727272727272727,2,0.1,equal
0,1,1,0,1,23,0,1,0,0.2608695652173913,2,0.1,equal
1,1,1,0,1,24,1,1,1,0.2916666666666667,2,0.1,equal
0,0,0,1,1,25,0,1,0,0.28,2,0.1,equal
1,0,0,1,1,26,1,0,0,0.2692307692307692,2,0.1,equal
0,1,0,1,1,27,0,1,0,0.25925925925925924,2,0.1,equal
1,1,0,1,1,28,1,0,0,0.25,2,0.1,equal
0,0,1,1,1,29,0,0,1,0.27586206896551724,2,0.1,equal
1,0,1,1,1,30,1,1,1,0.3,2,0.1,equal
0,1,1,1,1,31,0,0,1,0.3225806451612903,2,0.1,equal
1,1,1,1,1,32,1,0,0,0.3125,2,0.1,equal
0,0,0,0,0,1,0,0,1,1,2,0.1,skewed1
1,0,0,0,0,2,1,1,1,1,2,0.1,skewed1
0,1,0,0,0,3,0,0,1,1,2,0.1,skewed1
1,1,0,0,0,4,1,0,0,0.75,2,0.1,skewed1
0,0,1,0,0,5,0,1,0,0.6,2,0.1,skewed1
1,0,1,0,0,6,1,0,0,0.5,2,0.1,skewed1
0,1,1,0,0,7,0,1,0,0.42857142857142855,2,0.1,skewed1
1,1,1,0,0,8,1,0,0,0.375,2,0.1,skewed1
0,0,0,1,0,9,0,1,0,0.3333333333333333,2,0.1,skewed1
1,0,0,1,0,10,1,1,1,0.4,2,0.1,skewed1
0,1,0,1,0,11,0,1,0,0.36363636363636365,2,0.1,skewed1
1,1,0,1,0,12,1,0,0,0.3333333333333333,2,0.1,skewed1
0,0,1,1,0,13,0,1,0,0.3076923076923077,2,0.1,skewed1
1,0,1,1,0,14,1,0,0,0.2857142857142857,2,0.1,skewed1
0,1,1,1,0,15,0,0,1,0.3333333333333333,2,0.1,skewed1
1,1,1,1,0,16,1,0,0,0.3125,2,0.1,skewed1
0,0,0,0,1,17,0,1,0,0.29411764705882354,2,0.1,skewed1
1,0,0,0,1,18,1,1,1,0.3333333333333333,2,0.1,skewed1
0,1,0,0,1,19,0,1,0,0.3157894736842105,2,0.1,skewed1
1,1,0,0,1,20,1,0,0,0.3,2,0.1,skewed1
0,0,1,0,1,21,0,1,0,0.2857142857142857,2,0.1,skewed1
1,0,1,0,1,22,1,0,0,0.2727272727272727,2,0.1,skewed1
0,1,1,0,1,23,0,1,0,0.2608695652173913,2,0.1,skewed1
1,1,1,0,1,24,1,1,1,0.2916666666666667,2,0.1,skewed1
0,0,0,1,1,25,0,1,0,0.28,2,0.1,skewed1
1,0,0,1,1,26,1,0,0,0.2692307692307692,2,0.1,skewed1
0,1,0,1,1,27,0,1,0,0.25925925925925924,2,0.1,skewed1
1,1,0,1,1,28,1,0,0,0.25,2,0.1,skewed1
0,0,1,1,1,29,0,0,1,0.27586206896551724,2,0.1,skewed1
1,0,1,1,1,30,1,1,1,0.3,2,0.1,skewed1
0,1,1,1,1,31,0,0,1,0.3225806451612903,2,0.1,skewed1
1,1,1,1,1,32,1,0,0,0.3125,2,0.1,skewed1
0,0,0,0,0,1,0,0,1,1,2,0.1,skewed2
1,0,0,0,0,2,1,1,1,1,2,0.1,skewed2
0,1,0,0,0,3,0,0,1,1,2,0.1,skewed2
1,1,0,0,0,4,1,0,0,0.75,2,0.1,skewed2
0,0,1,0,0,5,0,1,0,0.6,2,0.1,skewed2
1,0,1,0,0,6,1,0,0,0.5,2,0.1,skewed2
0,1,1,0,0,7,0,1,0,0.42857142857142855,2,0.1,skewed2
1,1,1,0,0,8,1,0,0,0.375,2,0.1,skewed2
0,0,0,1,0,9,0,1,0,0.3333333333333333,2,0.1,skewed2
1,0,0,1,0,10,1,1,1,0.4,2,0.1,skewed2
0,1,0,1,0,11,0,1,0,0.36363636363636365,2,0.1,skewed2
1,1,0,1,0,12,1,0,0,0.3333333333333333,2,0.1,skewed2
0,0,1,1,0,13,0,1,0,0.3076923076923077,2,0.1,skewed2
1,0,1,1,0,14,1,0,0,0.2857142857142857,2,0.1,skewed2
0,1,1,1,0,15,0,0,1,0.3333333333333333,2,0.1,skewed2
1,1,1,1,0,16,1,0,0,0.3125,2,0.1,skewed2
0,0,0,0,1,17,0,1,0,0.29411764705882354,2,0.1,skewed2
1,0,0,0,1,18,1,1,1,0.3333333333333333,2,0.1,skewed2
0,1,0,0,1,19,0,1,0,0.3157894736842105,2,0.1,skewed2
1,1,0,0,1,20,1,0,0,0.3,2,0.1,skewed2
0,0,1,0,1,21,0,1,0,0.2857142857142857,2,0.1,skewed2
1,0,1,0,1,22,1,0,0,0.2727272727272727,2,0.1,skewed2
0,1,1,0,1,23,0,1,0,0.2608695652173913,2,0.1,skewed2
1,1,1,0,1,24,1,1,1,0.2916666666666667,2,0.1,skewed2
0,0,0,1,1,25,0,1,0,0.28,2,0.1,skewed2
1,0,0,1,1,26,1,0,0,0.2692307692307692,2,0.1,skewed2
0,1,0,1,1,27,0,1,0,0.25925925925925924,2,0.1,skewed2
1,1,0,1,1,28,1,0,0,0.25,2,0.1,skewed2
0,0,1,1,1,29,0,0,1,0.27586206896551724,2,0.1,skewed2
1,0,1,1,1,30,1,1,1,0.3,2,0.1,skewed2
0,1,1,1,1,31,0,0,1,0.3225806451612903,2,0.1,skewed2
1,1,1,1,1,32,1,0,0,0.3125,2,0.1,skewed2
0,0,0,0,0,1,0,0,1,1,2,0.1,skewed3
1,0,0,0,0,2,1,1,1,1,2,0.1,skewed3
0,1,0,0,0,3,0,0,1,1,2,0.1,skewed3
1,1,0,0,0,4,1,0,0,0.75,2,0.1,skewed3
0,0,1,0,0,5,0,1,0,0.6,2,0.1,skewed3
1,0,1,0,0,6,1,0,0,0.5,2,0.1,skewed3
0,1,1,0,0,7,0,1,0,0.42857142857142855,2,0.1,skewed3
1,1,1,0,0,8,1,0,0,0.375,2,0.1,skewed3
0,0,0,1,0,9,0,1,0,0.3333333333333333,2,0.1,skewed3
1,0,0,1,0,10,1,1,1,0.4,2,0.1,skewed3
0,1,0,1,0,11,0,1,0,0.36363636363636365,2,0.1,skewed3
1,1,0,1,0,12,1,0,0,0.3333333333333333,2,0.1,skewed3
0,0,1,1,0,13,0,1,0,0.3076923076923077,2,0.1,skewed3
1,0,1,1,0,14,1,0,0,0.2857142857142857,2,0.1,skewed3
0,1,1,1,0,15,0,0,1,0.3333333333333333,2,0.1,skewed3
1,1,1,1,0,16,1,0,0,0.3125,2,0.1,skewed3
0,0,0,0,1,17,0,1,0,0.29411764705882354,2,0.1,skewed3
1,0,0,0,1,18,1,1,1,0.3333333333333333,2,0.1,skewed3
0,1,0,0,1,19,0,1,0,0.3157894736842105,2,0.1,skewed3
1,1,0,0,1,20,1,0,0,0.3,2,0.1,skewed3
0,0,1,0,1,21,0,1,0,0.2857142857142857,2,0.1,skewed3
1,0,1,0,1,22,1,0,0,0.2727272727272727,2,0.1,skewed3
0,1,1,0,1,23,0,1,0,0.2608695652173913,2,0.1,skewed3
1,1,1,0,1,24,1,1,1,0.2916666666666667,2,0.1,skewed3
0,0,0,1,1,25,0,1,0,0.28,2,0.1,skewed3
1,0,0,1,1,26,1,0,0,0.2692307692307692,2,0.1,skewed3
0,1,0,1,1,27,0,1,0,0.25925925925925924,2,0.1,skewed3
1,1,0,1,1,28,1,0,0,0.25,2,0.1,skewed3
0,0,1,1,1,29,0,0,1,0.27586206896551724,2,0.1,skewed3
1,0,1,1,1,30,1,1,1,0.3,2,0.1,skewed3
0,1,1,1,1,31,0,0,1,0.3225806451612903,2,0.1,skewed3
1,1,1,1,1,32,1,0,0,0.3125,2,0.1,skewed3
0,0,0,0,0,1,0,0,1,1,2,0.1,skewed4
1,0,0,0,0,2,1,1,1,1,2,0.1,skewed4
0,1,0,0,0,3,0,0,1,1,2,0.1,skewed4
1,1,0,0,0,4,1,1,1,1,2,0.1,skewed4
0,0,1,0,0,5,0,1,0,0.8,2,0.1,skewed4
1,0,1,0,0,6,1,1,1,0.8333333333333334,2,0.1,skewed4
0,1,1,0,0,7,0,1,0,0.7142857142857143,2,0.1,skewed4
1,1,1,0,0,8,1,1,1,0.75,2,0.1,skewed4
0,0,0,1,0,9,0,1,0,0.6666666666666666,2,0.1,skewed4
1,0,0,1,0,10,1,0,0,0.6,2,0.1,skewed4
0,1,0,1,0,11,0,1,0,0.5454545454545454,2,0.1,skewed4
1,1,0,1,0,12,1,1,1,0.5833333333333334,2,0.1,skewed4
0,0,1,1,0,13,0,1,0,0.5384615384615384,2,0.1,skewed4
1,0,1,1,0,14,1,1,1,0.5714285714285714,2,0.1,skewed4
0,1,1,1,0,15,0,0,1,0.6,2,0.1,skewed4
1,1,1,1,0,16,1,1,1,0.625,2,0.1,skewed4
0,0,0,0,1,17,0,1,0,0.5882352941176471,2,0.1,skewed4
1,0,0,0,1,18,1,0,0,0.5555555555555556,2,0.1,skewed4
0,1,0,0,1,19,0,1,0,0.5263157894736842,2,0.1,skewed4
1,1,0,0,1,20,1,1,1,0.55,2,0.1,skewed4
0,0,1,0,1,21,0,1,0,0.5238095238095238,2,0.1,skewed4
1,0,1,0,1,22,1,0,0,0.5,2,0.1,skewed4
0,1,1,0,1,23,0,1,0,0.4782608695652174,2,0.1,skewed4
1,1,1,0,1,24,1,1,1,0.5,2,0.1,skewed4
0,0,0,1,1,25,0,1,0,0.48,2,0.1,skewed4
1,0,0,1,1,26,1,0,0,0.46153846153846156,2,0.1,skewed4
0,1,0,1,1,27,0,1,0,0.4444444444444444,2,0.1,skewed4
1,1,0,1,1,28,1,0,0,0.42857142857142855,2,0.1,skewed4
0,0,1,1,1,29,0,0,1,0.4482758620689655,2,0.1,skewed4
1,0,1,1,1,30,1,1,1,0.4666666666666667,2,0.1,skewed4
0,1,1,1,1,31,0,0,1,0.4838709677419355,2,0.1,skewed4
1,1,1,1,1,32,1,0,0,0.46875,2,0.1,skewed4
0,0,0,0,0,1,0,0,1,1,2,0.1,skewed5
1,0,0,0,0,2,1,1,1,1,2,0.1,skewed5
0,1,0,0,0,3,0,0,1,1,2,0.1,skewed5
1,1,0,0,0,4,1,1,1,1,2,0.1,skewed5
0,0,1,0,0,5,0,1,0,0.8,2,0.1,skewed5
1,0,1,0,0,6,1,1,1,0.8333333333333334,2,0.1,skewed5
0,1,1,0,0,7,0,1,0,0.7142857142857143,2,0.1,skewed5
1,1,1,0,0,8,1,1,1,0.75,2,0.1,skewed5
0,0,0,1,0,9,0,1,0,0.6666666666666666,2,0.1,skewed5
1,0,0,1,0,10,1,0,0,0.6,2,0.1,skewed5
0,1,0,1,0,11,0,1,0,0.5454545454545454,2,0.1,skewed5
1,1,0,1,0,12,1,1,1,0.5833333333333334,2,0.1,skewed5
0,0,1,1,0,13,0,1,0,0.5384615384615384,2,0.1,skewed5
1,0,1,1,0,14,1,1,1,0.5714285714285714,2,0.1,skewed5
0,1,1,1,0,15,0,0,1,0.6,2,0.1,skewed5
1,1,1,1,0,16,1,1,1,0.625,2,0.1,skewed5
0,0,0,0,1,17,0,1,0,0.5882352941176471,2,0.1,skewed5
1,0,0,0,1,18,1,0,0,0.5555555555555556,2,0.1,skewed5
0,1,0,0,1,19,0,1,0,0.5263157894736842,2,0.1,skewed5
1,1,0,0,1,20,1,1,1,0.55,2,0.1,skewed5
0,0,1,0,1,21,0,1,0,0.5238095238095238,2,0.1,skewed5
1,0,1,0,1,22,1,1,1,0.5454545454545454,2,0.1,skewed5
0,1,1,0,1,23,0,1,0,0.5217391304347826,2,0.1,skewed5
1,1,1,0,1,24,1,0,0,0.5,2,0.1,skewed5
0,0,0,1,1,25,0,1,0,0.48,2,0.1,skewed5
1,0,0,1,1,26,1,1,1,0.5,2,0.1,skewed5
0,1,0,1,1,27,0,1,0,0.48148148148148145,2,0.1,skewed5
1,1,0,1,1,28,1,1,1,0.5,2,0.1,skewed5
0,0,1,1,1,29,0,0,1,0.5172413793103449,2,0.1,skewed5
1,0,1,1,1,30,1,0,0,0.5,2,0.1,skewed5
0,1,1,1,1,31,0,0,1,0.5161290322580645,2,0.1,skewed5
1,1,1,1,1,32,1,1,1,0.53125,2,0.1,skewed5
0,0,0,0,0,1,0,0,1,1,2,0.4,equal
1,0,0,0,0,2,1,0,0,0.5,2,0.4,equal
0,1,0,0,0,3,0,1,0,0.3333333333333333,2,0.4,equal
1,1,0,0,0,4,1,1,1,0.5,2,0.4,equal
0,0,1,0,0,5,0,0,1,0.6,2,0.4,equal
1,0,1,0,0,6,1,0,0,0.5,2,0.4,equal
0,1,1,0,0,7,0,1,0,0.42857142857142855,2,0.4,equal
1,1,1,0,0,8,1,0,0,0.375,2,0.4,equal
0,0,0,1,0,9,0,0,1,0.4444444444444444,2,0.4,equal
1,0,0,1,0,10,1,0,0,0.4,2,0.4,equal
0,1,0,1,0,11,0,0,1,0.45454545454545453,2,0.4,equal
1,1,0,1,0,12,1,0,0,0.4166666666666667,2,0.4,equal
0,0,1,1,0,13,0,1,0,0.38461538461538464,2,0.4,equal
1,0,1,1,0,14,1,0,0,0.35714285714285715,2,0.4,equal
0,1,1,1,0,15,0,1,0,0.3333333333333333,2,0.4,equal
1,1,1,1,0,16,1,1,1,0.375,2,0.4,equal
0,0,0,0,1,17,0,1,0,0.35294117647058826,2,0.4,equal
1,0,0,0,1,18,1,1,1,0.3888888888888889,2,0.4,equal
0,1,0,0,1,19,0,1,0,0.3684210526315789,2,0.4,equal
1,1,0,0,1,20,1,1,1,0.4,2,0.4,equal
0,0,1,0,1,21,0,1,0,0.38095238095238093,2,0.4,equal
1,0,1,0,1,22,1,0,0,0.36363636363636365,2,0.4,equal
0,1,1,0,1,23,0,0,1,0.391304347826087,2,0.4,equal
1,1,1,0,1,24,1,1,1,0.4166666666666667,2,0.4,equal
0,0,0,1,1,25,0,0,1,0.44,2,0.4,equal
1,0,0,1,1,26,1,0,0,0.4230769230769231,2,0.4,equal
0,1,0,1,1,27,0,0,1,0.4444444444444444,2,0.4,equal
